gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
895007034	17a729a0-7ed1-11df-8c4a-0800200c9a66	SANT:SANT-Algae:21534-A	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Dasyaceae	Dasysiphonia	Dasysiphonia japonica		SPECIES	Heterosiphonia japonica Yendo	Heterosiphonia japonica Yendo		ES	Pontevedra: Oeste de Con de Pego, Cangas, Ría de Vigo	Po			def87a70-0837-11d9-acb2-b8a03c50a862									2006-03-14T00:00:00Z	14	3	2006	2659055	7682935	PRESERVED_SPECIMEN	SANT	SANT-Algae	21534				CC_BY_NC_4_0		V. Peña & I. Bárbara			2019-09-20T20:03:39.339Z		
895007033	17a729a0-7ed1-11df-8c4a-0800200c9a66	SANT:SANT-Algae:18262-A	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Dasyaceae	Dasysiphonia	Dasysiphonia japonica		SPECIES	Heterosiphonia japonica Yendo	Heterosiphonia japonica Yendo		ES	A Coruña: Sur de Isla Benencia, Boiro, Ría de Arousa	C			def87a70-0837-11d9-acb2-b8a03c50a862									2005-02-04T00:00:00Z	4	2	2005	2659055	7682935	PRESERVED_SPECIMEN	SANT	SANT-Algae	18262				CC_BY_NC_4_0		V. Peña, I. Bárbara, J. Cremades & O. Freire			2019-09-20T20:03:39.333Z		
895007032	17a729a0-7ed1-11df-8c4a-0800200c9a66	SANT:SANT-Algae:21593-A	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Dasyaceae	Dasysiphonia	Dasysiphonia japonica		SPECIES	Heterosiphonia japonica Yendo	Heterosiphonia japonica Yendo		ES	Pontevedra: Oeste de Con de Pego, Cangas, Ría de Vigo	Po			def87a70-0837-11d9-acb2-b8a03c50a862									2006-01-19T00:00:00Z	19	1	2006	2659055	7682935	PRESERVED_SPECIMEN	SANT	SANT-Algae	21593				CC_BY_NC_4_0		V. Peña & I. Bárbara			2019-09-20T20:03:48.901Z		
895007030	17a729a0-7ed1-11df-8c4a-0800200c9a66	SANT:SANT-Algae:17505-A	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Dasyaceae	Dasysiphonia	Dasysiphonia japonica		SPECIES	Heterosiphonia japonica Yendo	Heterosiphonia japonica Yendo		ES	Pontevedra: Este de la isla de Ons, Bueu, Ría de Pontevedra	Po			def87a70-0837-11d9-acb2-b8a03c50a862									2005-12-21T00:00:00Z	21	12	2005	2659055	7682935	PRESERVED_SPECIMEN	SANT	SANT-Algae	17505				CC_BY_NC_4_0		V. Peña, I. Bárbara, P. Díaz & J. Cremades			2019-09-20T20:03:39.543Z		
895007029	17a729a0-7ed1-11df-8c4a-0800200c9a66	SANT:SANT-Algae:22107-A	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Dasyaceae	Dasysiphonia	Dasysiphonia japonica		SPECIES	Heterosiphonia japonica Yendo	Heterosiphonia japonica Yendo		ES	Pontevedra: Faro de Piedra Seca, Illa de Arousa, Ría de Arousa	Po			def87a70-0837-11d9-acb2-b8a03c50a862									2007-07-04T00:00:00Z	4	7	2007	2659055	7682935	PRESERVED_SPECIMEN	SANT	SANT-Algae	22107				CC_BY_NC_4_0		V. Peña & I. Bárbara			2019-09-20T20:03:39.533Z		
895007028	17a729a0-7ed1-11df-8c4a-0800200c9a66	SANT:SANT-Algae:21351-A	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Dasyaceae	Dasysiphonia	Dasysiphonia japonica		SPECIES	Heterosiphonia japonica Yendo	Heterosiphonia japonica Yendo		FR	Francia: Pointe du Groin, Baie du Mont-St-Michel				def87a70-0837-11d9-acb2-b8a03c50a862									2001-08-05T00:00:00Z	5	8	2001	2659055	7682935	PRESERVED_SPECIMEN	SANT	SANT-Algae	21351				CC_BY_NC_4_0		I. Bárbara			2019-09-20T20:03:39.508Z		
895007026	17a729a0-7ed1-11df-8c4a-0800200c9a66	SANT:SANT-Algae:17235-A	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Dasyaceae	Dasysiphonia	Dasysiphonia japonica		SPECIES	Heterosiphonia japonica Yendo	Heterosiphonia japonica Yendo		FR	Francia: Bretaña Francesa, Rade de Brest, Rozegat				def87a70-0837-11d9-acb2-b8a03c50a862									2003-09-12T00:00:00Z	12	9	2003	2659055	7682935	PRESERVED_SPECIMEN	SANT	SANT-Algae	17235				CC_BY_NC_4_0		J. Grall			2019-09-20T20:03:39.442Z		
895007025	17a729a0-7ed1-11df-8c4a-0800200c9a66	SANT:SANT-Algae:17080-A	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Dasyaceae	Dasysiphonia	Dasysiphonia japonica		SPECIES	Heterosiphonia japonica Yendo	Heterosiphonia japonica Yendo		ES	Pontevedra: Oeste de Con de Pego, Cangas, Ría de Vigo	Po			def87a70-0837-11d9-acb2-b8a03c50a862									2006-01-19T00:00:00Z	19	1	2006	2659055	7682935	PRESERVED_SPECIMEN	SANT	SANT-Algae	17080				CC_BY_NC_4_0		V. Peña & I. Bárbara			2019-09-20T20:03:39.437Z		
895007024	17a729a0-7ed1-11df-8c4a-0800200c9a66	SANT:SANT-Algae:19291-A	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Dasyaceae	Dasysiphonia	Dasysiphonia japonica		SPECIES	Heterosiphonia japonica Yendo	Heterosiphonia japonica Yendo		ES	A Coruña: Cabo Cruz, Boiro, Ría de Arousa	C			def87a70-0837-11d9-acb2-b8a03c50a862									2007-05-10T00:00:00Z	10	5	2007	2659055	7682935	PRESERVED_SPECIMEN	SANT	SANT-Algae	19291				CC_BY_NC_4_0		I. Bárbara & V. Peña			2019-09-20T20:03:39.432Z		
895007023	17a729a0-7ed1-11df-8c4a-0800200c9a66	SANT:SANT-Algae:22366-A	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Dasyaceae	Dasysiphonia	Dasysiphonia japonica		SPECIES	Heterosiphonia japonica Yendo	Heterosiphonia japonica Yendo		ES	Pontevedra: Noroeste de la Isla de Tambo, Marín, Ría de Pontevedra	Po			def87a70-0837-11d9-acb2-b8a03c50a862									2004-06-11T00:00:00Z	11	6	2004	2659055	7682935	PRESERVED_SPECIMEN	SANT	SANT-Algae	22366				CC_BY_NC_4_0		V. Peña & I. Bárbara			2019-09-20T20:03:39.427Z		
