latitude,longitude
43.858728,-70.009728
43.858728,-70.009728
43.858728,-70.009728
43.862603,-69.947567
43.862603,-69.947567
43.862603,-69.947567
43.862603,-69.947567
43.862603,-69.947567
43.862603,-69.947567
43.864505,-69.588013
43.864505,-69.588013
43.864505,-69.588013
43.864505,-69.588013
43.864505,-69.588013
43.864505,-69.588013
43.867751,-69.99333
43.867751,-69.99333
43.867751,-69.99333
43.867751,-69.99333
43.881176,-69.482329
43.881176,-69.482329
44.45103,-64.3834
44.470342,-63.786525
44.470342,-63.786525
44.483333,-63.915833
44.483333,-63.915833
44.498408,-63.920725
44.498408,-63.920725
44.6435,-64.0174
44.895882,-67.156664
44.895882,-67.156664
45.502277,13.558883
45.527778,13.570556
45.542595,13.63877
45.542595,13.63877
48.356617,-4.43889
48.383333,-124.6
48.450277,-122.963255
48.457891,-122.95707
48.800704,-3.574172
49.957163,-6.348742
50.182735,-4.973827
50.311183,-4.084535
50.595572,-2.459245
50.599539,-2.452163
50.599539,-2.452163
50.602889,-2.122134
50.603593,-3.648517
50.608249,-1.950881
50.609566,-2.141781
50.610406,-2.514084
50.611286,-2.132091
50.611286,-2.132091
50.621532,-2.246226
50.687777,-1.071916
50.687777,-1.071916
50.687777,-1.071916
50.688851,-1.071287
50.701689,-1.097159
50.710428,-1.885443
50.740384,-1.094644
50.753775,-0.756846
50.753775,-0.756846
50.753775,-0.756846
50.762481,-0.755198
50.777379,-0.694876
50.783882,-1.285022
50.789427,-0.618823
50.801812,-0.056612
50.810596,-0.092984
51.211831,-4.115679
51.211831,-4.115679
51.393091,1.402474
51.416667,4.15
51.416667,4.15
51.512256,0.601488
51.516667,4
51.53,4
51.53,4
51.53,4
51.53,4
51.53,4
51.53,4
51.53,4
51.53,4
51.53,4
51.53,4
51.53,4
51.53,4
51.53,4
51.53,4
51.53,4
51.742656,-10.139523
52.84472,-9.44429
52.956281,4.760797
52.956281,4.760797
52.956281,4.760797
53.15711,-9.11457
53.15718,-9.11438
53.236117,-9.599898
53.365834,-8.929307
53.397097,-9.916706
53.800423,-9.951897
54.163,-2.8969
54.42751,-5.55117
55.983556,-5.654764
56.495,-6.12
56.820093,9.131913
57.111778,-7.392278
57.238194,-7.450222
57.319957,-7.333693
57.34176,-5.64433
57.599556,-7.543278
57.612,-7.515778
57.615068,10.172671
57.834472,-7.026056
58.24922,11.442056
58.24931,11.442871
58.24931,11.442871
58.739513,-2.9720066
58.845033,-3.191483
58.8495,-3.012833
58.8495,-3.012833
58.8495,-3.012833
58.856917,-3.103783
58.856917,-3.1037807
58.856917,-3.103783
58.916348,-3.3122672
58.917154,-3.185061
58.917154,-3.185061
58.964401,-3.2942519
58.964775,-3.2945268
58.964775,-3.2945268
58.984845,-2.9596672
59.089598,-3.0424515
